"Region","Country","timePeriod","productionStability","productionCaloriesStability","productionProteinStability","productionFatStability","production","productionCalories","productionProtein","productionFat","coverage","diversity","richness","soilQuality","soilDiversity","fertilizer","irrigation","instabilityTemp","instabilityPrec"
"DK05","DK",2008,14.5785112884793,14.3704158733163,14.7930481757372,8.15616187716696,1512820,5191774300000,185121640000,75901860000,0.587642805264096,2.99682391256485,4.5,6.77443586286662,3.84298083905555,0.0829695926633384,14.7022222222222,-9.11313380480976,-10.8925644094781
"EE","EE",1988,6.92313832111931,4.46894197044888,4.35401536887108,4.24918666971593,1392980,2813086100000,91275350000,19952810000,0.407339235106787,4.23246423585734,9,6.14982031634966,1.99674087715111,0.0258936206601676,0.171666666666667,-6.84945147694671,-10.4372234368533
"EE","EE",1998,6.08547084590649,6.23156088717952,6.21754666503478,6.94044406630696,962290,2555817200000,88037550000,45185690000,0.556359583719215,5.25534867145988,9.8,6.14982031634966,1.99674087715111,0.032076477913706,0.157,-11.4031909839004,-6.57781553474839
"EE","EE",2008,6.49804219177436,6.06519702353206,6.20182152825787,6.22575590874227,1336635,4347573070000,158928422000,92654915000,0.670318659400374,5.32312988401265,10.9,6.14982031634966,1.99674087715111,0.051394155974184,0.112222222222222,-8.08882284954527,-6.53905462669364
"ES43","ES",1978,5.44621299414314,4.15831879651639,3.89830373661766,3.17822578302676,478810,986416700000,30692880000,15463620000,0.159691557371647,2.46227917760381,4.9,4.34732386765592,4.66006322057938,0.0448920742483864,10.106,-42.0483230125209,-5.01269176185126
"ES30","ES",1978,6.18042460471002,4.2029684643033,4.02795247477982,3.96905551063558,173400,356923700000,11328220000,2234550000,0.230779474431818,1.67133880337243,4,4.92334760156784,4.13234743242195,0.0448920742483864,10.106,-35.0295988494053,-5.05652284207626
"ES11","ES",1978,7.49469528893842,7.56641811658825,7.60125525398407,7.80343387059335,1468550,992302500000,23793840000,1522270000,0.19836899567479,1.09910302090168,2,6.54072297502301,1.64049755202478,0.0448920742483864,10.106,-33.9910743014356,-9.20364773580566
"ES51","ES",1978,6.07790254691436,4.72566230905527,4.37501001807231,4.1453037567251,951630,2279052800000,70478520000,14422180000,0.392169843273701,1.87119814597273,4,4.94075574107396,2.42534818053004,0.0448920742483864,10.106,-33.4608507759081,-5.12874428393786
"ES41","ES",1978,8.14495574685296,4.72747547752752,4.23072422370855,4.29638414831829,8376640,13849181900000,410799320000,78735330000,0.403396757118627,1.84257136269804,4,4.71457960496898,5.18056266924644,0.0448920742483864,10.106,-29.0116280226517,-6.31355017270192
"ES22","ES",1978,7.69997817450818,5.84063448424425,5.5717019004801,5.3069522906951,503080,1258498400000,40539830000,6404970000,0.391605664226569,1.27663760696511,3,4.7695792519924,2.34911866331377,0.0448920742483864,10.106,-27.0316162641176,-7.20871380259545
"ES61","ES",1978,7.19389679877714,5.28482338597199,4.60867806998291,3.86647809877615,4110350,5612650400000,160746870000,120903370000,0.322475644874701,3.21662854224715,5,4.38478338441262,6.50732995275582,0.0448920742483864,10.106,-48.807268765658,-5.16363105238766
"ES52","ES",1978,10.5956064511092,9.88675483037631,8.46495511447447,9.16236296261826,364570,570063500000,14089400000,3248890000,0.200567888487352,3.69980569840549,4,4.55805018644985,1.56764875537519,0.0448920742483864,10.106,-44.994476984117,-6.07252440567616
"ES42","ES",1978,7.43379740412271,5.18604138408345,4.97526932805435,8.51421211989694,2654680,6.326746e+12,204669600000,72206460000,0.364812752813583,2.02703641840415,4.8,4.59260247865864,4.46014818384349,0.0448920742483864,10.106,-33.6672813625663,-6.62824777972418
"ES23","ES",1978,7.95795153060005,5.08152208097893,4.59871787212672,4.02845067675949,584910,7.82868e+11,22516770000,3059430000,0.471661577418634,1.89940219569148,3,5.06056616419673,2.47258213067397,0.0448920742483864,10.106,-23.2414682615429,-6.39198626068272
"ES62","ES",1978,3.76495988396001,2.36292150152805,2.24886045805331,2.13871200925087,169710,337961500000,10633060000,1657770000,0.233977782525101,1.30551497627303,4,4.4133318438943,1.68748362129706,0.0448920742483864,10.106,-49.0431341119703,-4.76240725379487
"ES53","ES",1978,13.3328125842059,5.877930057208,5.21249334131478,4.1348972139021,110850,140307500000,4116080000,534490000,0.232300714889692,1.57999086495397,2,4.62012780647311,1,0.0448920742483864,10.106,-33.6129742402694,-6.0232993051864
"ES24","ES",1978,5.18779102692474,4.19566075973194,4.08560784334358,3.99838293634067,1596620,4353375200000,141412290000,26782540000,0.382211957731147,1.32488798820683,5,3.65293500003353,2.18569297333378,0.0448920742483864,10.106,-31.6150004940581,-7.30569187151128
"ES21","ES",1978,12.455211549372,12.2174168559636,10.8452376973259,8.63019660343584,404480,476493600000,13292640000,1700560000,0.393074735987002,2.36289871300741,3,4.70374891421802,1.76989974384439,0.0448920742483864,10.106,-30.5948578491483,-7.16166433037159
"ES43","ES",1988,4.77644417219656,3.36952634270853,3.42410882915156,3.09304349558935,583070,1161357500000,35471500000,30082930000,0.234703315705869,3.05681786905471,5.7,4.34732386765592,4.66006322057938,0.0516567567979128,11.501,-24.4151371245287,-3.9364003070835
"ES30","ES",1988,5.82022759974604,3.99740313286589,3.8959352063875,4.48775624887353,167870,397088500000,12857230000,2876610000,0.304176627759809,1.51913265137118,3,4.92334760156784,4.13234743242195,0.0516567567979128,11.501,-23.3652687823993,-4.27633767237122
"ES53","ES",1988,5.87119640033013,4.01961022263852,3.75407814885687,3.26090445333092,99160,129586700000,3826580000,504270000,0.159417122040073,1.56803821639727,2,4.62012780647311,1,0.0516567567979128,11.501,-23.685735746691,-5.22878451478288
"ES51","ES",1988,6.75861987533702,5.97893419535996,5.73240998847363,5.98334987476879,1094510,2969107600000,93710910000,23258320000,0.457681201040221,1.95663896683766,5,4.94075574107396,2.42534818053004,0.0516567567979128,11.501,-23.8989213647819,-7.28556778783122
"ES41","ES",1988,7.00554206742384,4.47379887845895,4.09852736672141,4.72352475256479,8931550,16086865300000,487885850000,119454980000,0.476592644417032,1.91681415048748,5,4.71457960496898,5.18056266924644,0.0516567567979128,11.501,-18.0686792986973,-5.32238803845015
"ES22","ES",1988,6.45299314817508,5.88676534333262,5.89299025225716,6.5358599564136,389830,1179777200000,39051740000,11589180000,0.39703838017528,1.66827929869078,5,4.7695792519924,2.34911866331377,0.0516567567979128,11.501,-23.0527740021831,-6.52813964023422
"ES61","ES",1988,6.04839775336537,4.28848754851607,3.97520718545719,3.15485624991319,3964330,5401462400000,158118560000,153586310000,0.340585983962715,3.15605912148914,6,4.38478338441262,6.50732995275582,0.0516567567979128,11.501,-30.6411897170718,-2.87258171528842
"ES52","ES",1988,15.0112694696547,11.4383509753366,10.2244458399145,10.7256426386489,324490,587533100000,14833290000,3747830000,0.200023358118893,3.58710465102802,4,4.55805018644985,1.56764875537519,0.0516567567979128,11.501,-31.1046403897519,-4.62318869735695
"ES42","ES",1988,4.6769441801375,3.81285208103695,3.74111250404851,4.12085223554505,2954020,7663741200000,251101330000,93060670000,0.436428282524244,1.91888945140161,5.8,4.59260247865864,4.46014818384349,0.0516567567979128,11.501,-22.6654736914345,-4.90576433536633
"ES23","ES",1988,24.0917773579125,8.86771299583509,7.43435254023697,6.81670497298787,551760,679235400000,19014370000,2735470000,0.387014807675458,2.13359475628745,4,5.06056616419673,2.47258213067397,0.0516567567979128,11.501,-18.4272441763562,-6.29329468868376
"ES11","ES",1988,5.24028388740941,5.28966334968125,5.31356562500478,5.45120982565479,1200780,812313600000,19488840000,1250760000,0.165156253112116,1.1109863146629,2,6.54072297502301,1.64049755202478,0.0516567567979128,11.501,-20.0023770382567,-9.24792187245302
"ES24","ES",1988,4.40145729589279,3.87494213640281,3.88794477498561,6.43118207970936,1454130,4411523300000,145689530000,45340060000,0.370379363804472,1.57270505562845,5.9,3.65293500003353,2.18569297333378,0.0516567567979128,11.501,-23.1996247072807,-6.17918223304774
"ES62","ES",1988,3.2941631986617,2.34200583544352,2.2579578221816,2.17032547204488,176630,382964300000,12165260000,1993730000,0.247260036917397,1.32183503559577,4,4.4133318438943,1.68748362129706,0.0516567567979128,11.501,-34.5389817494114,-3.6939033269218
"ES21","ES",1988,10.6409728543465,10.953335663943,9.61953465305781,3.52740098928959,401410,456113300000,12470400000,2569930000,0.358382209188661,2.97036555827444,4.9,4.70374891421802,1.76989974384439,0.0516567567979128,11.501,-19.7877186608753,-7.57538606715852
"ES53","ES",1998,7.51029168444936,3.68273127113686,3.36272772566437,2.70502578985876,105066.666666667,170650777777.778,5361866666.66667,893477777.777778,0.288657221776709,2.39200269607641,3.88888888888889,4.62012780647311,1,0.0599547582770777,12.892,-37.0989303863829,-5.10579970149244
"ES43","ES",1998,3.89805843732236,3.39396467407355,3.13035242993981,3.75179779983656,824744.444444444,2390927222222.22,78727644444.4444,30124933333.3333,0.277363794565169,5.04368175634063,8.88888888888889,4.34732386765592,4.66006322057938,0.0599547582770777,12.892,-58.2636888136993,-5.28937978749813
"ES30","ES",1998,6.66734919837512,6.58288907036654,6.60519928871372,6.90337392624734,212666.666666667,604131777777.778,20471455555.5556,3965966666.66667,0.363067292644757,2.21696401367697,4,4.92334760156784,4.13234743242195,0.0599547582770777,12.892,-42.9146226360472,-6.12300859807798
"ES61","ES",1998,5.78972040050622,3.97606336619454,3.52906192266035,3.24997098609388,4974422.22222222,8999692444444.45,284266433333.333,136380311111.111,0.499890051204725,4.35121847018255,8.88888888888889,4.38478338441262,6.50732995275582,0.0599547582770777,12.892,-72.2379689066506,-4.50286592298441
"ES51","ES",1998,5.52074361639965,5.03161312519215,4.83352837794583,6.04437345785076,1019022.22222222,3083110888888.89,100508522222.222,22515877777.7778,0.547752068505149,2.82857297932202,6.88888888888889,4.94075574107396,2.42534818053004,0.0599547582770777,12.892,-43.8323032709692,-6.2339460837625
"ES41","ES",1998,8.28749408511027,5.46320324624307,5.15784120638518,6.66135704212726,10980077.7777778,2.2717567e+13,728726055555.556,161897122222.222,0.622279115026622,2.85175300802641,7,4.71457960496898,5.18056266924644,0.0599547582770777,12.892,-30.7056035695873,-7.19610784626308
"ES11","ES",1998,14.7640150671256,16.7056316714857,16.1899667677889,13.3005637521394,525233.333333333,521590888888.889,15118733333.3333,1914088888.88889,0.126367370731663,2.13762561626994,2.88888888888889,6.54072297502301,1.64049755202478,0.0599547582770777,12.892,-41.3067616007359,-5.14484107247152
"ES52","ES",1998,20.5917440704703,14.4618174333302,12.4711293134929,9.50875473008569,271533.333333333,558587555555.556,14364844444.4444,3109044444.44444,0.243293262700353,4.0139362796223,6,4.55805018644985,1.56764875537519,0.0599547582770777,12.892,-51.1775050362062,-5.70608435837344
"ES42","ES",1998,4.02601804865528,3.41497570861442,3.38204852368212,4.18187119500959,3634033.33333333,10481330333333.3,352472933333.333,96400588888.8889,0.459412610276502,2.87763818022167,8,4.59260247865864,4.46014818384349,0.0599547582770777,12.892,-46.4210214531088,-7.53826357218904
"ES22","ES",1998,10.5629603890645,10.2016373354509,10.2442989917293,11.603856244389,735577.777777778,2371527777777.78,81754622222.2222,17338833333.3333,0.591982370638672,2.97774575639094,8,4.7695792519924,2.34911866331377,0.0599547582770777,12.892,-28.5322044786356,-9.5960609118382
"ES21","ES",1998,15.0597068949729,14.2113012154863,13.5798443302659,17.2852079698369,509677.777777778,900848555555.556,28767277777.7778,5406355555.55556,0.64412053019648,3.11171127964279,5,4.70374891421802,1.76989974384439,0.0599547582770777,12.892,-28.4936438357921,-12.7706985943077
"ES23","ES",1998,10.685408657624,7.81474944324222,7.3257534746002,6.87884498387027,519188.888888889,981163444444.444,31939922222.2222,5472977777.77778,0.602027211540006,2.62674866328855,5,5.06056616419673,2.47258213067397,0.0599547582770777,12.892,-24.6250681612289,-9.01694112991297
"ES62","ES",1998,5.28700714314775,4.06046851933547,3.91816035110721,3.80508340349342,103511.111111111,223041777777.778,7124377777.77778,1133866666.66667,0.198717741848732,1.91203859676412,4,4.4133318438943,1.68748362129706,0.0599547582770777,12.892,-51.2480231877964,-5.39519577502729
"ES24","ES",1998,4.3766066254356,4.27657213819069,4.27324115306726,5.82149021387553,1668977.77777778,5423990666666.67,184053577777.778,42720555555.5556,0.477113882206923,3.18920057518415,7,3.65293500003353,2.18569297333378,0.0599547582770777,12.892,-38.7540931183792,-5.97698266903014
"ES43","ES",2008,10.7133268326145,10.133199636809,9.66977399584013,7.88464205365127,1264808.75,4203535350000,122043298750,49164848750,0.401629558639246,7.1086369949971,13,4.34732386765592,4.66006322057938,0.0544051730242329,14.1311111111111,-39.4001813841347,-4.0686302387848
"ES30","ES",2008,3.85520939976897,3.84729760985649,3.75379611629706,4.69370733032392,280933.75,948959275000,30856076250,8239267500,0.457098200210635,4.21464966658454,9,4.92334760156784,4.13234743242195,0.0544051730242329,14.1311111111111,-23.116456506314,-4.42285689663361
"ES53","ES",2008,14.3845082370966,9.71196690364364,9.58696725910628,7.36022633793839,126868.75,2.832e+11,9448038750,2221913750,0.396287996322473,4.06037883935809,9,4.62012780647311,1,0.0544051730242329,14.1311111111111,-29.5126956097655,-6.94142735443818
"ES51","ES",2008,8.91939013806316,8.80474470052741,8.418943386296,9.71899968904632,1609186.25,5346585937500,169879137500,51965460000,0.669555476948473,4.50360631155758,14,4.94075574107396,2.42534818053004,0.0544051730242329,14.1311111111111,-29.6959078066051,-6.80733639892128
"ES41","ES",2008,6.74429730758626,4.88184838652115,4.54931250560616,5.59809136854323,10813437.5,27462199237500,901454133750,285311096250,0.692141335378739,5.12771215852965,14,4.71457960496898,5.18056266924644,0.0544051730242329,14.1311111111111,-22.0983276248329,-5.73485609666101
"ES21","ES",2008,14.6815486221898,10.1267200177916,9.38397788500093,10.7694693448191,501283.75,1052739637500,34896092500,9152033750,0.782099463640676,4.52550286245842,11,4.70374891421802,1.76989974384439,0.0544051730242329,14.1311111111111,-23.7586651743727,-6.02708142760667
"ES61","ES",2008,7.80563429381335,6.58998005709875,5.92935928152279,4.7823564486023,3318777.5,8455733362500,276465247500,149205736250,0.543513212942859,6.8113636260705,13,4.38478338441262,6.50732995275582,0.0544051730242329,14.1311111111111,-41.1735039916328,-3.22431466050775
"ES52","ES",2008,23.0293876850169,13.3390846467022,9.15655654819189,8.97687537517706,227363.75,559258112500,14327570000,3701227500,0.258401246569864,4.85748944963532,10,4.55805018644985,1.56764875537519,0.0544051730242329,14.1311111111111,-37.667670123482,-8.9644485503548
"ES42","ES",2008,5.91116181423589,5.86672371660372,5.79037377294208,7.01803856941705,3938982.5,13099073450000,445563300000,143417736250,0.576613527486497,4.80377376962766,13,4.59260247865864,4.46014818384349,0.0544051730242329,14.1311111111111,-26.4102337904428,-4.71546695262649
"ES22","ES",2008,18.4257816874331,16.8457024546662,15.5546914542634,11.8415562878252,1013232.5,3362214587500,112435842500,33786046250,0.686157060629162,4.42952416712642,14,4.7695792519924,2.34911866331377,0.0544051730242329,14.1311111111111,-24.8816903721435,-6.1843431835092
"ES24","ES",2008,6.3713042252325,6.42494028309909,6.16842702452539,7.80506078654832,2897762.5,9820770137500,313656825000,86721022500,0.529325748098863,3.99939259298311,12,3.65293500003353,2.18569297333378,0.0544051730242329,14.1311111111111,-23.4039986494343,-7.39441725632788
"ES11","ES",2008,10.8535770965985,10.7293776379026,11.0131221565907,9.49651419929683,656715,984645437500,27128516250,7615381250,0.151522249746506,3.86176621944583,6,6.54072297502301,1.64049755202478,0.0544051730242329,14.1311111111111,-33.1390511715507,-5.52279772324869
"ES62","ES",2008,14.0208397431248,7.82784387288809,6.47860493600274,4.59711765098661,186142.5,291677237500,9012508750,2152802500,0.240045290542078,4.128073434298,12,4.4133318438943,1.68748362129706,0.0544051730242329,14.1311111111111,-35.1649854014372,-4.74912186959753
"ES23","ES",2008,11.8611375278441,7.86264357875124,7.37777226541703,6.84496768074759,436080,927874137500,30771851250,6422695000,0.625754305901112,3.27721486251616,12,5.06056616419673,2.47258213067397,0.0544051730242329,14.1311111111111,-20.4016236682322,-5.39865677699396
"FI19","FI",1998,9.91464852125433,11.0560241486118,11.4110983477491,7.67813392722675,1588810,3384546200000,108635160000,33027110000,0.384559957343171,2.52654343082823,5,6.60962343755814,2.89952348247444,0.0782884968612213,3.938,-7.1052893453704,-10.5052578547582
"FI19","FI",2008,10.0304801127203,8.19266008874588,8.07851104167849,4.73492310969984,1946660,5185943900000,172011810000,62028230000,0.520307735851484,3.72330333592115,6.6,6.60962343755814,2.89952348247444,0.0707520327914038,3.40666666666667,-4.73558768548511,-6.95512218652288
"FI1D","FI",2008,7.72796031764237,7.23033839432463,7.14647473622379,7.50832782266141,641737.5,1841306875000,61089225000,21316925000,0.255521846905176,3.08675960985206,6,6.34924896472474,1.87523238471946,0.0707520327914038,3.40666666666667,-3.16923207908754,-7.81888403160128
"FI1B","FI",2008,8.68271377749962,8.6121264827705,8.71781035728482,18.6275235817161,390625,1.30454e+12,45654387500,17271787500,0.618974430627358,3.96902751539376,7,6.73976211305569,3.07140109869694,0.0707520327914038,3.40666666666667,-6.03513361108039,-7.28880493147935
"FI1C","FI",2008,12.2025205674523,12.1330782557431,12.3520588175146,25.4830868776662,1726587.5,5082084875000,172728475000,65220387500,0.64554682383759,4.29057431153537,7,6.7211780176201,3.20703384589522,0.0707520327914038,3.40666666666667,-5.76110133655487,-6.35562743741269
"FR21","FR",1978,6.59602971085911,10.661925851837,13.3007623390308,4.95245615160878,8329320,9798281600000,260571610000,99111740000,0.36783161931323,2.86137543449033,5,5.59575047437251,4.13588231609565,0.119648161439206,4.68,-18.2838139445902,-9.17099532201174
"FR61","FR",1978,8.49882124593095,7.23472989648964,6.99091495427982,4.25283125501386,455420,1048942300000,35427520000,27161250000,0.110150189800297,2.48320815890921,4,7.35565088178731,4.18370496460105,0.119648161439206,4.68,-25.2231572223044,-7.52554043497605
"FR82","FR",1978,16.1439192769174,11.2522004662317,10.9294389480425,4.7282372661645,316610,633421200000,19384770000,8506400000,0.209004296656081,3.07238746956223,5,5.33985480422078,6.08350188406871,0.119648161439206,4.68,-22.652511414585,-7.80063958254018
"FR63","FR",1978,7.62302214329258,7.13420357908879,6.90643727480681,5.82581589696992,183860,315540400000,9816540000,2180940000,0.109633776533707,1.7216683657842,3,7.50612280960224,1.73023795538349,0.119648161439206,4.68,-21.1020643764857,-10.5673507108387
"FR72","FR",1978,11.9410659198802,8.68391729898599,8.05530723148006,4.12915547840351,626350,1235607400000,39155180000,19615850000,0.187525243782817,2.51826416149661,5,6.47771996861372,2.56504892735178,0.119648161439206,4.68,-17.7229835134892,-6.74207555953815
"FR42","FR",1978,10.1317288669192,10.7213337492381,10.7929371817205,5.33097087608207,500030,8.16213e+11,24793600000,13517140000,0.227357542701306,2.61567097045002,4,5.8357990702077,5.05649697096579,0.119648161439206,4.68,-18.1152827380806,-9.44195803559614
"FR25","FR",1978,11.7822146755399,12.7286917911227,11.3750138857682,3.44485025364905,814250,1198736600000,34493960000,9286100000,0.125757174032755,2.3416345316592,4,8.20383081101956,3.64971157545726,0.119648161439206,4.68,-20.6116978601008,-8.83489873296259
"FR51","FR",1978,6.23511734183377,5.33152055362382,4.92365803178989,2.23280681386826,638910,1.524018e+12,50982240000,34767830000,0.0833614899109351,2.45840835535711,5,8.0602447197374,5.01526703596996,0.119648161439206,4.68,-20.302987111527,-8.72324635828152
"FR53","FR",1978,5.89844696552132,5.65458115539994,5.49413938232272,3.48730142558797,1069240,3333283800000,117275180000,1.09501e+11,0.234708578912901,2.35706706774614,4,7.56836438924096,5.28270990615377,0.119648161439206,4.68,-23.7117480157117,-8.9559268572979
"FR62","FR",1978,9.94514527847086,8.59640303531244,8.19474483623326,4.68623366657318,1108300,3231859700000,113042080000,106400050000,0.198336795703283,2.57499271721972,4,7.36612018343729,3.73882864928067,0.119648161439206,4.68,-21.9724221510366,-7.77290578005465
"FR22","FR",1978,10.2572475093846,14.6259932765588,18.7137564215,4.48513347062209,12942620,11765530400000,276440730000,48776870000,0.366020686772383,2.94322986814943,4,7.85986815786085,1.21287765589511,0.119648161439206,4.68,-17.75582962073,-11.1179863488089
"FR71","FR",1978,7.59807630184936,6.64858639225362,6.37246178626632,4.30670868430379,682140,1561705100000,52423760000,42052310000,0.176419336706015,2.80216422313808,5,6.40809430552304,6.34861453696121,0.119648161439206,4.68,-20.1763888556951,-10.4487671874311
"FR43","FR",1978,4.40290868178107,4.21897282862393,4.22310512203668,4.59002974121485,341390,971322800000,32512090000,18910550000,0.320332093747297,1.79093865523402,4,4.99353558139783,5.75449260228795,0.119648161439206,4.68,-16.1796211830751,-11.679061730574
"FR23","FR",1978,19.6854649952645,20.9689290125487,16.2824524761278,3.46848172097222,2233480,2858978200000,79023020000,29251960000,0.246184707363121,2.90175265538844,4,8.11038901731352,1.56614716713813,0.119648161439206,4.68,-19.2788064134783,-11.8966504177813
"FR52","FR",1978,7.43736149876792,6.10502162097886,5.83007002109769,1.7886158789168,1433360,2725347800000,85814560000,16794980000,0.120216629499841,1.65784448892705,3,8.37554664762742,3.17567700384103,0.119648161439206,4.68,-22.4612321808448,-8.33889329305847
"FR26","FR",1978,7.36395541216103,6.68780896332523,6.44408268223087,3.87963015363637,1748590,4.726848e+12,158242050000,110635740000,0.324401621317764,2.24116771519012,5,5.37052124442052,5.77564569459771,0.119648161439206,4.68,-19.8758717079099,-8.62903996559419
"FR30","FR",1978,12.4443938864103,17.9215160972227,19.5870047714598,19.0848824011082,6297780,6667720200000,171718400000,24533100000,0.40483032711709,2.74525546237334,4,8.13588809505469,2.20513488184078,0.119648161439206,4.68,-18.8327320437758,-11.5607313542583
"FR10","FR",1978,11.0023422467609,14.2042315457089,13.5894806142329,3.63261738294911,3464160,3572541100000,90102230000,38715150000,0.25266106442577,3.35896883981034,4.8,7.22922701434208,2.02756041570761,0.119648161439206,4.68,-19.6577919210368,-8.8537614804066
"FR81","FR",1978,10.7122966708869,9.10435277661552,8.95476266001845,6.76892972640245,197450,422188500000,14192190000,13576650000,0.182745464455345,3.22389043680531,5,5.93026310252254,5.9157909515403,0.119648161439206,4.68,-26.8199983252991,-6.74186510613229
"FR24","FR",1978,13.9632856977483,8.61061641886678,7.34731144880263,3.63707239008704,3467540,6865577500000,219561750000,167385340000,0.227067433499713,2.92980602089259,5,7.42592352493344,5.38964835264105,0.119648161439206,4.68,-19.9584917178366,-9.59576137732275
"FR41","FR",1978,7.41273152285821,7.56334068463514,7.64441632364569,6.10810803562394,979660,3248792300000,111012620000,68919750000,0.428210258275737,1.70195852291739,4,4.04583067052647,2.75842485302584,0.119648161439206,4.68,-17.4673812703668,-8.95217651764242
"FR23","FR",1988,7.43109766820902,5.09139818072102,4.71083907035596,5.76997406623996,4168830,8468174300000,280348350000,92520870000,0.597545102859829,3.10376920360328,5.9,8.11038901731352,1.56614716713813,0.127477807834468,7.447,-17.618636264605,-5.59503006474587
"FR25","FR",1988,6.37277155847102,5.02683768338424,4.80043515235445,9.01401718595568,1960770,5033807300000,174766290000,47439190000,0.355705146407871,2.48383587857232,6.8,8.20383081101956,3.64971157545726,0.127477807834468,7.447,-19.3500257661278,-5.63522289779253
"FR10","FR",1988,9.28440588428404,5.11643720227555,4.50815270026815,6.80340317862815,5220350,9626428300000,312314030000,105003800000,0.664317290109539,3.42001440715362,6.8,7.22922701434208,2.02756041570761,0.127477807834468,7.447,-17.9193037891846,-7.14090341849624
"FR42","FR",1988,6.27698340510675,4.42450424901414,3.83242946200131,6.48010024606052,743870,1.529412e+12,52199900000,20869700000,0.311318333475918,3.44107541019819,6.8,5.8357990702077,5.05649697096579,0.127477807834468,7.447,-15.9630120411871,-7.40572175816525
"FR21","FR",1988,10.4901152785126,6.28768615890423,5.58612571863703,7.51259963532021,11615970,20406495500000,650610530000,270319120000,0.659842428167003,3.96689848100902,6.8,5.59575047437251,4.13588231609565,0.127477807834468,7.447,-16.4011069049548,-7.01539370424499
"FR43","FR",1988,6.28520498875478,6.12585762831433,5.68655460567851,8.34705917670721,651180,2033468300000,75762020000,40900210000,0.448763250883392,3.92302901909768,6.8,4.99353558139783,5.75449260228795,0.127477807834468,7.447,-17.5616048268767,-9.27707258828272
"FR63","FR",1988,5.94769687518831,5.07869851570141,4.90853582129964,9.89782722132282,196850,604287400000,21333830000,6692730000,0.153268379096546,2.76894037551213,4.9,7.50612280960224,1.73023795538349,0.127477807834468,7.447,-19.0015891232907,-6.53614180809512
"FR72","FR",1988,5.87675452451921,4.92068390563698,4.73638154481351,10.7283914896734,1054790,2818956700000,98906980000,44441640000,0.336148512456664,3.45140982610604,6.8,6.47771996861372,2.56504892735178,0.127477807834468,7.447,-17.8131762217946,-6.0246986182801
"FR51","FR",1988,4.61021449550004,4.5522907945493,4.57482786491652,9.31198437791117,2430300,7894429100000,287691050000,115908140000,0.289160250625604,2.77834326615512,7.7,8.0602447197374,5.01526703596996,0.127477807834468,7.447,-19.0457532213711,-6.27204820516651
"FR30","FR",1988,12.0382681291125,6.73324422764763,5.77623428921795,4.97289737215636,8854170,1.3164819e+13,402753330000,76304420000,0.674375194441564,3.3138936664403,4.9,8.13588809505469,2.20513488184078,0.127477807834468,7.447,-15.7253101819652,-5.89398372825211
"FR52","FR",1988,8.73299666417548,7.65461985184786,7.32061596318782,7.3885404191172,2452340,6961348400000,245795010000,66984370000,0.227157393431531,2.51167466637602,4.9,8.37554664762742,3.17567700384103,0.127477807834468,7.447,-20.0457040828829,-7.22162417843028
"FR53","FR",1988,4.897213204949,5.0234918823928,5.12373551699669,10.4967015253342,2986910,9987009400000,365404020000,238653880000,0.50154002246621,3.4707044730633,6.7,7.56836438924096,5.28270990615377,0.127477807834468,7.447,-20.542388533644,-6.37431746721496
"FR22","FR",1988,15.116697724628,6.93912405290079,5.6721045200079,6.03825933458357,17235790,24060426900000,717255610000,169213540000,0.698548931673497,3.50905022649895,6.8,7.85986815786085,1.21287765589511,0.127477807834468,7.447,-15.8436050219922,-7.20566688783288
"FR61","FR",1988,4.13050694306349,3.78613010084438,3.82332713999744,4.44925831443984,744890,2247848100000,89070970000,52238010000,0.192315160406464,3.9150091969273,6.7,7.35565088178731,4.18370496460105,0.127477807834468,7.447,-22.5612171839173,-7.57182494452098
"FR82","FR",1988,6.16620468320592,5.28657300765265,4.87646740389651,17.1516507782502,441190,1245361400000,41577400000,17254580000,0.451858952984328,4.97894544397777,7.7,5.33985480422078,6.08350188406871,0.127477807834468,7.447,-27.9885511796118,-5.21478474178332
"FR71","FR",1988,4.65855433903481,4.36554308925388,3.99040316996,8.18326436218625,1054530,3235350700000,120920880000,66212590000,0.337827793304394,4.04238002443798,7.7,6.40809430552304,6.34861453696121,0.127477807834468,7.447,-21.4910480330074,-6.02618533043129
"FR81","FR",1988,5.1132231062917,4.53874706406914,4.50643145222185,9.10785470383633,422860,1254953800000,45452050000,24453390000,0.442557156167133,4.17787912836438,7.7,5.93026310252254,5.9157909515403,0.127477807834468,7.447,-26.2642697546833,-4.44078291677929
"FR24","FR",1988,5.5747670107391,4.73919365114647,4.6254072855442,9.73620069201044,8958080,24762306300000,877004110000,431274020000,0.621125787792454,3.83824746530414,7.7,7.42592352493344,5.38964835264105,0.127477807834468,7.447,-18.5965234506069,-6.74339358568939
"FR41","FR",1988,6.72687518515549,6.88388416051056,6.80381596656311,7.37153693092703,2342270,8286482500000,298971570000,199384010000,0.700543671725834,2.9525535028536,5.9,4.04583067052647,2.75842485302584,0.127477807834468,7.447,-16.2980458017535,-7.51919776692162
"FR26","FR",1988,5.8527539753142,5.48331573499094,5.31093348634625,7.94016891535706,3718920,1.1627535e+13,420305800000,250332910000,0.639979809176927,3.6646188520664,7.7,5.37052124442052,5.77564569459771,0.127477807834468,7.447,-19.4205849593482,-6.86462367528719
